user_id,book_id_list
271860,"426811,766571,550487,1211299,165234,664164,618343,2370751,254097,2420390,1360858,625273,126927,2287749,1035814,420807,1752309,401055,2347744,2352976"
272011,"1242956,2225251,2368420,547480,2274394,840500,2286120,2229477,2251771,2327370,2854876,2180196,2295424,2759493,2231328,681470,5158654,2351675"
272331,"229473,2523793,2575827,437626,2295424,2300795,1918727,317,1074594,2541759,306238,28302,10480,485757,2465924,2209477,272375,2347744,1101948,1385630"
272511,"3788665,1007643,2486212,2300795,1918727,2295424,2600001,2599190,11936,196603,2077927,4132207,420807,2525634,1240867,1350395,272375,2294752,8369,3026"
272910,"2520476,1233941,173212,2437961,2051720,2217790,2145190,326503,492748,2141885,197911,2455784,435871,998023,533854,2336726,497392,2465049,835134,512762"
273071,"2304782,5164429,2370751,11936,901302,254097,873230,2446042,2295424,2458413,531550,428685,272375,361725,5119351,156517,4879351,2101235,253112"
273780,"5265014,1593466,2300795,1035814,473795,7804328,420807,428685,389215,33078,6609733,361725,8467358,1101948,181149,8369,5143300,5679028,2350989,481572"
274391,"2349515,2259831,487199,2302653,313519,2362532,2369334,2482461,2605008,1201050,174789,2925391,2300795,272375,3876811,166554,269165,2422880,4634107,5070526"
274750,"2145104,2274394,2229477,2251771,2469397,2854876,2458413,1918727,4611985,2019613,2759493,2407015,722880,317,1116255,2449615,4627789,2573241,2214808,2448177"
275321,"2428706,1325745,2300795,3113920,2525634,34134,8467358,1727705,567105,306238,473795,1121649,5428,272375,1118435,2294752,28302,1074594,1385630,481572"
275480,"3723760,2580399,3703549,481614,451180,482763,666397,1199109,551821,2391766,2019613,1785776,681470,1462299,722880,2524593,4373047,915904,323951,2351675"
277561,"2285934,1100906,4183999,2604282,1703909,39248,2463590,2286863,1345763,311412,463181,681470,2424516,1046376,2294752,8336450,722880,716862,1037723,28302"
277650,"984416,2805259,18790,2216349,1871112,2523793,1007643,2575827,867246,2486212,2300795,2465924,1240867,3885550,716862,1122373,1301616,1769545,2214808,1947821"
279141,"447400,1074379,1569200,2601083,1271808,209612,709075,433856,681470,1858824,454134,103890,428685,1046376,5143300,998313,1214828"
280140,"676108,1892427,2361929,1285317,1005204,3893974,1749970,2332590,840500,2229477,2251771,2469397,2854876,1281957,2180196,2599190,2759493,5144356,3982327,4585045"
280240,"2603226,2425171,2989726,3862351,3862975,167080,1904716,1516826,3893974,717458,2332590,840500,2286120,2229477,2251771,2180196,2469397,2599190,454134,4574299"
280911,"307422,116943,5984458,424002,229748,666674,1330595,406184,759434,308192,229711,839825,604876,35238,1309787,2453485,1012919,310313,467966,1117452"
281940,"20413,23234,28463,212216,2259490,826458,1858824,2592020,531550,2297476,6609733,7804328,2525634,531001,1101948,5102074,1118435"
283411,"2026713,447400,482039,2575859,1178815,2577789,4676179,2368130,673688,2281549,2879581,304023,305590,4415653,3769642,2898013,3113920,4528741,4570120,4598233"
285201,"2214811,1056685,2604421,2391765,2444584,2450614,2131332,1446974,2486212,2458413,2077927,716862,2209477,2407015,433856,2524593,2449615,2525634,2351675,2573241"
286290,"631632,2286863,2486212,459282,2599190,446229,433856,1785776,620361,2407015,722880,1798025,716862,170357,2534924,1035814,420807,1350395,181149,1098150"
286780,"484845,225,447400,870594,175,3723760,1469286,437007,261758,2732232,2521510,3741640,984096,2817703,1368131,2145207,2545645,2284844,2578149,309225"
289211,"2299329,273772,459220,454178,2145939,1128716,197848,2249460,1609097,681470,1760906,1462299,306774,8467358,181149,4210483,8369,220880"
289931,"2463179,2462785,811226,993337,18790,2473996,1270359,1871112,2523793,2216349,2575827,867246,1918727,1612347,2465924,8467358,2214808,1947821,220899,2141878"
290410,"131603,2214811,2604421,2391765,1446974,2486212,3113920,2407015,123540,716862,2525634,2524593,2449615,2209477,473795,2294752,272375,2351675,309193"
291851,"992104,435265,39946,3768418,2604995,3911563,2214811,2486212,253112,2525634,485757,103890,454134,420807,1769545,272375,1037723,4902,5143300,2071831"
291921,"1739899,2131332,2486212,2356900,428685,1121649,1836702,2209477,145975,2534924,1037723,1098150,2303346,181149,2347744,28302,1727705,2448177,2042862,321323"
292170,"125684,22476,1918727,2592020,1462299,1726761,1037723,428685,610508,1769545,305091,2294752,2101235,181149,434096,2254913,1727705,4902,3026,2042862"
292541,"962441,501895,962437,634493,2473507,2370751,867246,254097,2420390,2300795,3756355,1796985,2592020,1035814,1836702,2260104,828221,2214808"
292950,"309421,2343162,3693250,326481,2442872,459671,1726333,2550404,2458413,27855,2295424,2019613,3113920,2145210,319124,454134,2290872,103890,181149,305091"
293140,"1545820,126927,2599190,1902534,1785776,1726761,473795,1101948,460012,7804328,5143300,6609733,103890,420807,531001,4210483,4380841,1612347,23204,2350989"
294541,"132769,1354058,2217721,6104122,453038,382398,312728,605329,4197457,986032,1068877,692537,2145220,538596,2608564,3113920,179004,4146943,487069,2352976"
295271,"3262102,2579670,2251423,230810,2435077,834897,170727,32906,35660,2332557,997663,287572,234873,1729950,878845,2145207,2591539,37202,113710,2371552"
295320,"2469780,2240355,2473507,2300795,2186305,446229,2371625,1798025,454134,531001,4789387,272375,1118435,2351675,434096,2448177,2301316"
296970,"1788490,522435,2893579,1218401,1750746,1996580,2048026,2993446,2993449,2450741,2332165,1315796,846076,2599190,620361,716862,2303346,25357,481572"
297060,"610210,3766759,104220,509210,310455,1903080,23196,3872566,1975387,2111191,2486212,2300795,309507,634410,446746,716862,1858824,428685,2209477,8467358"
297531,"2253091,850815,1117461,2571359,2409026,6017890,99886,2854909,1116220,2573197,170727,2233761,2108430,2182292,3839527,2989726,2254094,3808129,1866240,2368420"
297620,"1956729,2523207,2205048,442320,273772,1880277,490598,428685,1118435,2303346,625734,1035814,420807,1858824"
297981,"2273023,2469780,166031,795866,1102032,1068877,2300795,2231328,145975,2592020,1785776,681470,2360847,485757,473795,1769545,2303346,1118435,2254913,1947821"
299300,"2022749,191182,450515,2460458,2576886,250425,3479794,2141951,2131332,2407015,2572120,716862,3795127,4715863,2524593,3280795,1037723,305091,308364,2352976"
299620,"415644,1304162,2407015,625734,2372666,1121649,1046376,722880,8467358,103890,428685,2294752,305091,2351675,1679042,2349719,434096,3026,1385630,868187"
300601,"2088040,3040795,4860706,2373690,130092,2579670,2600366,1292968,2525028,2474458,693631,195772,588599,3448543,210238,4183999,4421068,540926,2591461,3770350"
300750,"2309327,2230687,2283513,2285934,1281959,1099250,1000445,2335125,2470824,4173142,2608410,3180598,2607333,4421068,4296220,4621750,1795848,1325745,1281957,4552681"
301240,"3262102,166031,200487,572047,220837,212216,18628,126927,2424516,828221,6034,306238,1035814,5116843,1118435,5143300"
301460,"2358975,1296133,1560733,1679052,306445,314492,485286,78643,887229,126927,2370751,254097,2420390,2300795,1918727,3026,2465924,2425543,220899"
301680,"406939,1890492,2348471,1552768,2175711,474003,4400638,2599062,2286863,4707820,306238,454134,4570090,2485599,507785,1926656,2433133,2351675,2388640,2101235"
302381,"3303,2291653,2941609,306675,2437525,1957553,2391765,2214811,2131332,2486212,716862,433856,2407015,2525634,5088550,4302883,709075,2573241,2351675,2352976"
306060,"7787522,318079,662257,2303670,2128059,2348137,434397,651987,546843,3912937,1289892,2450614,323188,2286863,1828235,501895,841243,1353512,2436166,1266045"
306751,"614887,671011,2286863,3756355,2231328,1345763,1462299,420807,2372666,454134,311412,1769545,1037723,311593,1074594,25357,536767"
308100,"476688,1871112,2486212,2300795,1360858,1918727,126927,2287749,2295424,196603,2407015,2465924,2424516,1240867,2534924,420807,1769545,2209477,389215,2214808"
308611,"1312310,2549997,3001768,2145239,1984722,37177,4421068,2332590,21324,573666,2229477,2458413,2327370,2321956,2469397,2759493,103890,1769545"
309970,"1826777,714189,961817,887229,459282,1796985,15465,446229,1798025,1858824,361725,9332,21660,106332,145975,305091,2141878"
310290,"342394,190723,2354756,312706,1758666,1218621,1260266,317849,253112,2608607,4606498,96985,202820,466385,1256538,706017,2193500,202922,246168,664507"
310331,"2321869,2543635,485732,1376128,435761,535707,2286863,531550,2356900,1796985,2294752,33078,1902534,1383813,6892,722880,454134,2534924,305091,2254913"
310731,"573035,2142446,18790,458860,2575827,867246,2300795,1918727,2592020,1609097,2465924,2424516,1035814,531001,166554,361725,2580687,1947821,23204,2141878"
311491,"2210751,2575859,554755,1565521,197875,1386127,464534,3773965,34134,490598,5035786,2541759,1350395,428685,716862,2918407,2209477,305091,2214808,1720918"
311511,"2325197,1338435,1389127,5948554,2271,1389198,140666,1755484,178885,989616,319201,2358,14874,310455,168305,625273,166884,822326,867246,221096"
311751,"3015694,2575859,2591977,220837,212216,840500,2286120,826458,2180196,681470,828221,2186305,10480,490598,485757,2351675,272375,2448177"
311900,"2443673,535707,1670299,2473507,470346,2379664,634493,822326,1858824,531550,306238,625734,8369,2294752,1074594,468389,2448177,316274,220899"
312290,"2571359,430759,1306496,1064396,1868577,2334769,2936857,2136918,844744,5228,2450614,103863,476483,4025413,658336,4690492,2209477,1769545,1118435,1385630"
313120,"311519,2146606,1716312,2463104,2444059,249177,2352698,2184833,2484994,437582,2238737,549092,2525028,2213967,1116220,2359505,2230579,2478982,2334795,453293"
313850,"3001768,1749970,2332590,2854876,2930398,2229477,1281957,2469397,459282,2599190,306238,103890,8467358,428685,361725,1101948,8369,25357,1593487"
317331,"449100,1670299,1271808,2463719,459282,2295424,2424516,1350395,145975,1836702,10480,2592020,420807,454134,166554,1118435,2254913,2351675,2448177"
318711,"459282,2599190,3113920,2759493,196603,1902534,170357,2606411,716862,2209477,2303346,2351675,28302,272375,2573241,8369,2347744,2352976,2541759,1385630"
319071,"1303579,542085,3110260,4005661,2236323,2575827,867246,2300795,1918727,2231328,722880,7804328,364452,185150,166554,2294752,1612347,971769,23204,1947821"
320360,"2259919,4827193,2207574,220764,409220,310455,18790,2473996,986361,2523793,2216349,867246,1918727,2465924,1240867,877798,420807,2773781,3832351,1968152"
320420,"2576738,2409026,261535,2182987,2204362,1913387,1892427,2113879,3805921,2408969,2572637,3875866,1779866,2229477,3113920,476483,4197643,4197580,4197583,775438"
320700,"200343,351802,826458,1079,2141951,5228,2599190,2541759,1856383,476483,306238,485757,420807,8467358,2347744,2254913,364144,1319281,481572,1593487"
320780,"2428706,102824,1313951,2571359,2254200,1242956,312271,2210751,2600366,843803,2575669,4138795,1782987,4138810,2712011,98472,993007,2232321,4296223,1313402"
320861,"6217021,1560733,2893579,2993446,2993449,78643,4421068,535707,873230,2295424,166554,145975,2294752,4210483,1118435,181149,2101235,5143300,220899"
326061,"892043,1000352,1120962,532060,117264,1793656,2145175,899737,1248818,98359,1442680,213395,716862,1118435,4031185,4247329,171197,539394,2042862,264263"
326171,"2854720,437626,2352976,1785776,620361,1035814,716862,2247538,420807,103890,428685,305091,2303346,2209477,2254913,1074594,481572,2541759,17761,1720918"
326811,"2213967,2782355,221479,2427259,1376065,2332590,4296232,2229477,2251771,2854876,2759493,3863968,2475837,3996217,4367893,4632070,5140489,103890,1769545,2294752"
327971,"2295644,3193318,562680,2579670,2173497,1610895,538815,3784030,3888385,2141952,6578959,1254018,2596602,1995070,3986770,313548,3836839,3765313,2209477,1876718"
330710,"1094363,1528375,1703909,1325745,1360858,2287749,3756355,463181,2019613,2231328,1462299,170357,109992,716862,2372666,625734,485757,361725,1037723"
331040,"2470824,2391765,2854876,1446974,2486212,2759493,3113920,2407015,681470,2525634,2524593,716862,103890,428685,2209477,2352976,2351675,181149,2573241,272375"
332120,"1763962,254135,449381,1918003,1339374,987736,1378321,2390160,4621681,449099,632196,1331468,1306521,308517,4183999,449180,449150,5260342,535707,1900041"
332560,"1314794,451748,1228057,225,450672,1119805,1200445,1100180,1919971,996218,2162868,1424772,1215124"
333541,"871439,980036,624487,479039,2295424,1902534,1798025,389215,1769545,145975,2855320,2294752,1118435,2303346,2101235,1074594,5143300,2352976"
336220,"1202092,2286251,1211745,850764,15435,257503,447890,3444604,127576,2601867,2132710,997019,447183,318661,455,822326,305057,2295424,2077927,681470"
336360,"439607,304729,1344994,995220,2233082,2374202,2521178,2368414,1208914,2465924,170357,389215,420807,454134,468389,34134,361725,8467358,2347744,2214808"
339130,"3229138,1281169,304458,2261392,2261390,1909958,322119,2431941,2226705,993007,1256431,479602,2473942,253897,663296,2221788,447613,5013649,307638,4808488"
339480,"1249436,538999,2608564,2486212,1360858,2599190,2186305,1609097,531550,485757,1035814,103890,625734,4210483,166554,181149,2101235,2352976,1653700,715"
341041,"2580029,894871,2530551,525259,2580409,988396,2596411,2079137,502310,2375878,5103511,181407,2107106,2300795,1609097,722880,716862,2209477,2351675,2573241"
341061,"3723760,1310304,305413,2473996,2523793,661567,2216349,2575827,867246,2424516,2101235,1350395,2465924,389215,428685,305091,2214808,2350989"
341491,"2429879,4138810,2278155,9313,116934,72,891677,317777,4421068,4629616,2249202,5077711,4599862,2276529,2468582,2418960,1731427,4495696,4659631"
341871,"999574,312513,584,184727,1292132,199275,850175,2608550,3959134,24722,2300795,1769545,389215,1118435,567105"
342080,"532060,220837,212216,826458,693650,430490,2019613,306238,389215,2351675,2448177"
342551,"632089,455521,1442680,2286863,1785776,1727705,800684,186099,2424516,2372666,3103438,716862,1726761,597908,8369,2101235,998313,2352976,2580687,2042862"
344451,"901302,1670299,2599190,254097,2420390,2463719,2077927,531550,2592020,490598,1858824,2407015,1769545,709075,1836702,2101235,998313,308364,1214828"
344581,"300014,318079,2407097,830390,2601104,886063,834897,1831341,441829,506211,449072,1816933,3916879,719,689996,305555,3080440,2605032,3714496,3959155"
346191,"448387,2289515,3965272,317206,3693046,2912425,572338,568079,839851,5679028,2407015,428685,716862,1817391,4419541,8369,4599862,4421047,2267353"
346461,"2324419,121503,1919971,2463719,2300795,433856,1918727,709075,1035814,490598,1902534,103890,1046376,1769545,272375,434096,2364305,28302,1947821,220899"
346811,"3887722,535146,2131332,2286863,2407015,2592020,716862,5326132,145975,420807,103890,8467358,2209477,1769545,1037723,308364,305091,2573241,8369,1720918"
347160,"2226664,541289,1380964,3893974,2054930,2332590,840500,2286120,2229477,2251771,1281957,2854876,2180196,2458413,2186305,2759493,306238,2439728"
347621,"32906,2335125,3307186,2878855,2521962,1312479,2912968,4387354,2145939,197848,1128716,1902534,4495018,4676779,4763878,5076703,4368838,5137126"
348780,"272223,1973353,458214,200487,2204728,2300795,1918727,1360858,6892,1609097,4683073,1856383,389215,781608,1101948,1118435,2101235,2254913,2214808,1720918"
349201,"3903655,316084,443570,2361641,560117,18790,2300795,2231328,1726761,1240867,248126,3803377,473795,637348,8467358,8369,2254913,4902,220899,1653700"
352650,"1137137,204394,452682,840112,674928,461371,1703909,450252,1325745,13397,34134,322262,496926,5616172,7230499,304035,13549,2276718,473795,1118435"
352971,"2344254,541950,2302042,2609604,1750746,2319065,2191559,2440061,3184216,2608575,2603114,2478432,3872464,3789637,4635121,409869,3894940,2596299,1240867,4535863"
356840,"1228057,2579670,4875385,450672,1100180,2900245,104148,2878882,1703909,3862957,2467103,2300795,1918727,1785776,1798025,4025416,305091,1118435,181149,2352976"
357600,"2145394,2177062,184521,3893974,220837,212216,18628,1281765,2854876,2473507,2231328,2019613,2759493,2371625,420807,1806628,1757592,2178756,2071831"
357610,"1591648,487991,1254912,1442680,2443673,535707,18628,2770245,1360858,2770246,463181,2019613,1609097,2592020,531550,1798025,620361,432720,2303346,998313"
358690,"2579670,2473078,4421068,2301998,2486212,3113920,428685,166554,2407015,1037723,4809067,5075707,2485599,2449615,4847590,1098150,2351675,308364,2062812,321323"
359360,"2260782,2269375,2240355,2370751,254097,2420390,446229,634493,2379664,145975,800684,2424516,361725,2347744,317,2448177,2580687,2042862,220899"
360821,"463852,2462785,811226,376166,18790,2141951,2473996,2523793,2216349,2575827,2300795,1918727,2465924,1240867,3716341,2214808,1947821,220899,2141878,2350989"
361201,"508273,2249389,1593466,2486212,463181,1786158,1785776,6892,681470,5332792,716862,2209477,1350395,1769545,2303346,1118435,2347744,2254913,2350989,1593487"
361470,"479190,453925,458860,2142446,1068877,867246,2186305,317,2424516,681470,2231328,531550,306238,7804328,1858824,361725,1101948,1074594"
361910,"2208241,2208236,2159539,1207680,551,2317932,199421,2286863,2486212,1918727,1797318,2573241,2407015,1240867,2524593,2449615,4631950,2351675,2294752,2214808"
363650,"2287669,175800,275958,321374,2600001,2463719,1609097,1902534,1856383,3113920,8467358,1101948,435994,1118435,28302,1098150,1679042,6609733,715,481572"
363981,"2274857,1374687,3753439,173943,2587276,1469286,588446,102454,2283396,2692181,3011488,101202,1235606,2450741,4251067,903020,169014,307754,1981617,2463590"
366731,"32906,1892427,2332590,504658,840500,2286120,680199,2229477,2251771,1779866,2113055,2233849,2180196,1281957,2469397,2295424,1798025,2455356,709075"
366971,"2805325,3127999,166884,873230,620361,722880,6892,1727705,800684,428685,473795,454134,2424516,2347744,2303346,2254913,2352976,220899,2141878,1385630"
367970,"1092325,431634,3308395,438783,2614362,2286863,2486212,2287749,2407015,716862,1798025,2209477,4570120,420807,305091,110633,1098150,971769,2352976,1720918"
372521,"165290,1421228,1726328,1218401,39248,671011,209612,2300795,1918727,1902534,2534924,428685,1769545,305091,2294752,709075,567853,2254913,1947821,3026"
374071,"183147,7979,7985,298417,2356900,2287749,2186305,722880,625734,313096,531001,319397,324145,1858824,840913,1118435,2254913,2347744,567105,468995"
374311,"27139,435741,284686,466560,2486212,311412,716862,2372666,1046376,6892,103890,709075,172278,628066,2352976,25357,536767,481572,715"
374981,"2358975,2830777,687894,523819,229439,2600001,2370751,254097,2295424,420807,8378,1046376,1240867,2303346,2254913,5143300,2352976,220899,2541759"
375401,"3248611,1281959,1354194,2555490,2269231,2294643,2216004,3459604,2473078,557120,2597823,3445909,465804,4026310,4308106,3692977,505834,2286120,2229477,2314540"
378651,"438783,2614362,2599190,2295424,1350395,531550,1876718,306238,1121649,420807,253112,389215,428685,2101235,2254913,971769,5143300,2042862,1653700,2190543"
379671,"2540482,2443673,535707,887229,931342,446229,2019613,389215,2592020,1769545,316274,221096,305091,181149,4210483,610508,28302,2351675,2042862,536767"
380250,"261421,308818,323725,312125,2382549,464534,2309527,2467103,2463719,2195786,2129220,306238,389215,485757,100691,2534924,1350395,709075,1679042,23204"
380641,"1848732,512299,537279,97767,2480162,2429973,451089,327814,985945,2174763,573604,2424516,4841386,4367647,842052,326829,1996506,2236959,4814956,1296114"
380861,"2252945,2107106,462365,2300795,2295424,2592020,6892,722880,1856383,420807,4876597,1350395,1240867,2449615,305091,2303346,2364305,2352976,2214808,1720918"
381020,"2332590,840500,2286120,2229477,2251771,1281957,2854876,2469397,2180196,2759493,4771840,681470,4782910,5113456,306238,2209477,1769545,2303346,1046376"
381331,"209815,882479,1105107,807086,3814018,463115,3974632,2406699,1796985,1326209,1798025,6892,4383646,4560148,3807841,4564129,2485599,536360,1293501,4684864"
382021,"2405353,221547,261771,612055,2373061,538440,4119634,878465,2364500,1703909,1325745,2300795,196603,1769545,4772041,628090,2530367,1798933,4192351,5131741"
382270,"1766131,751437,2587304,2866711,1350519,3144454,2054930,438783,2614362,1779866,538999,2113055,2233849,1035814,1350395,1037723,305091,971769"
383950,"2332186,78279,450216,321418,4175650,873122,188866,449234,1900041,1304162,2209477,1121649,1769545,3496489,2485599,2143434,305091,4172971,5604139,6609733"
383990,"1988152,850815,1117461,1342077,2587259,541307,123455,2548806,514519,4676179,1808885,2374653,3120577,843957,2452354,321952,2187098,2471619,3886078,2135525"
384141,"2234156,1826777,304478,2575859,3855256,3855259,2388642,1376128,123258,1239169,2388641,3534874,2486212,4741888,1858824,2209477,2534924,181149,2454485,2448177"
386860,"321527,561983,126567,2287749,2599190,1609097,1918727,4210483,103890,389215,1612347,1858824,34134,1764952,8369,1968152,5679028,316274,2178756,868187"
387220,"2188318,86,2539301,1725583,1716389,1222953,207170,316841,35660,504418,26136,2287671,96964,2186444,167090,140661,1900041,209612,1304162,1902534"
387750,"572338,568079,1442680,1007643,671011,2300795,428685,531550,5679028,716862,2407015,2372666,1118435,2101235,2485599,8369,28302,1240867,610508"
387811,"327479,2290887,2542169,2543486,113763,876204,37177,2068489,1141717,2359501,19574,21324,447469,588150,251488,4393630,1046376,1679042"
388360,"3015694,1236348,2425171,2225251,309421,2486500,2533581,2482461,2878855,2555406,370866,470215,547480,1901241,3180622,4421068,2274394,4296223,2608564,2019613"
388510,"901302,822326,2473507,2599190,531550,681470,485757,8467358,1035814,716862,103890,625734,428685,4210483,181149,2101235,460012,2454485,2141878,715"
389660,"2172844,662256,2596602,1197306,2286863,7228831,18790,2523793,2216349,459282,867246,2287749,3756355,1918727,485757,1350395,625734,2465924,1240867,1947821"
389801,"4835371,538440,2425135,30117,2486212,2300795,2303346,476483,6892,2525634,5428,716862,428685,305091,8369,2101235,2214808,715,25357,10237"
390460,"3040795,2338203,636885,2571359,4000258,1421228,2606099,454829,32906,3459604,3442984,37202,132046,113710,2368420,101202,172297,3128080,4370989,5048299"
390750,"261767,261771,661567,2486212,620361,2424516,454134,1786158,428685,420807,361725,463212,1046376,1332296,2347744,5143300,1727705,253112,2388640,1679042"
391201,"149406,2232076,2145688,2145758,490598,1046376,620361,1462299,567105,722880,454134,420807,1858824,8467358,145975,468389,4210483,2352976,321553,1720918"
391281,"2072520,1988152,1303351,2438238,4102444,2473996,1108446,2575827,2286863,2300795,1918727,2186305,2592020,4747387,428685,1240867,5064322,1118435,181149,8369"
391650,"2339767,467554,1843544,2579670,2535005,2580260,2539322,2683142,1843549,4075,876143,21781,335733,2991862,470352,382933,3307186,2239648,2157866,4228186"
394781,"2539301,1729986,521832,2214811,538999,2486212,308364,610508,3026,6892,2525634,5428,1858824,638309,305091,2347744,8369,2101235,2042862,23204"
395221,"282223,1266045,431081,2592020,531550,716862,428685,1035814,8467358,103890,145975,1769545,2303346,1037723,181149,2101235,4210483,2062812,321553,321323"
395591,"316364,118581,117369,2308812,2732232,2079196,703278,2408969,2575357,4377244,3110260,692235,2939857,2303346,3956488,3954796,4121266,1947821,2580687,220899"
395790,"1510619,839480,304428,232739,119467,18790,2295424,2372666,1679042,1726761,800684,420807,253112,1858824,2294752,1727705,1612347,220899,3026,2071831"
396571,"854862,2279395,123473,2587700,2524340,2247422,749209,586061,2287671,3735859,1918727,364144,2541759,3756355,1609097,454134,485757,217612,1118435,434096"
397340,"1325782,438835,1766131,751437,1350519,4421068,1281765,438783,2614362,1779866,538999,2113055,2233849,2019613,531550,1035814,1037723,971769"
398720,"1047083,18790,2523793,2216349,2575827,867246,2300795,126927,1918727,722880,2465924,625734,1240867,2478971,2347744,2214808,998313,1947821,220899,2141878"
399160,"543866,321298,254151,617505,2486212,2186305,420807,2209477,389215,2351675"
399440,"4296016,453925,2142446,458860,1360858,2231328,531001,1035814,3841411,7804328,4681420,4122412,4246771,4740160,1101948,361725,23204,2580687,1653700,1593487"
399690,"272223,438072,4300483,572338,568079,1670299,11623,1092649,1785776,145975,468389,1836702,4624741,25357,2042862,800684,481572"
400040,"1701189,1853932,1751703,3795157,2238862,439916,2196164,2606101,4173142,3956962,2590188,503979,2989726,4528615,2145239,4199539,1116219,2375878,4044034,1340186"
401130,"4435171,2214811,1957553,2486212,2300795,3113920,2407015,620361,2525634,716862,2449615,2534924,2209477,8467358,2351675,8369,2214808,2352976,1214828"
403391,"287299,478863,2407896,1384140,242776,459648,2323741,666498,2194865,2076266,5654155,450672,2392243,1834498,7784804,31099,218833,28302,453277"
403610,"866143,1312310,2716,254646,2470824,2286420,2606099,443493,282223,501212,5806756,251144,5460646,1002450,99345,1557161,871896,2486576,2713521,2578149"
403700,"468413,1670299,1779866,2233849,2458413,2600001,2599190,2420390,2295424,2019613,490598,1836702,145975,1350395,8467358,272375,305091,181149,971769"
404731,"2108152,2693125,221108,1956388,438783,2614362,1895551,2600001,2370751,254097,1918727,317,2424516,454134,361725,675144,18149,8369,2214808"
405610,"443298,2817685,11623,31876,30117,451822,2599190,33078,476483,8369,1785776,620361,5428,454134,569856,8467358,1968152,25357,1273942,715"
405950,"556843,131005,470098,1353337,438783,2614362,521832,1229855,1304662,1266045,1037723,531001,263816,1858824,1035814,2466103,2294909,420807,1727705,1653700"
410071,"1140586,1281959,565291,2368420,2466644,1670299,840500,2286120,2473507,2854876,2469397,2195786,126927,716862,2759493,3081178,2485599,4015792,4580593,2448177"
410921,"2274857,449176,1618202,532060,2379278,310604,1546667,1227276,2458344,1441383,4177156,538110,855429,2571793,858045,274958,2348778,2378780,1281152,1848808"
414630,"2145261,438876,33981,671011,256233,1360858,2287749,1902534,6892,170357,1726761,34134,428685,272375,2347744,2352976,2541759"
416160,"2139170,561906,2693125,4580896,681470,531550,722880,2587281,625734,2459218,1035814,428685,103890,8467358,3246436,1037723,4210483,181149,2101235,2062812"
420980,"1323687,2225251,3723772,2274394,9529,840500,2286120,2441836,2180196,463181,1785776,681470,198123,421994,434492,679708,700142,1288450,1037723,2351675"
422360,"868136,287299,453863,304786,3229,2539322,2132440,532147,4421068,129739,455521,466560,437626,103890,722880,3026,473795,1653700,1385630,1720918"
423120,"2380260,1836860,2419540,2129651,2270598,1376131,1807615,2316503,2355119,2844316,5188147,304933,3001966,311155,308925,442965,323462"
424110,"2295644,2289984,2883814,34709,446384,310521,1717011,1241849,2478334,215689,1446974,459282,306238,722880,567853,389215,2209477,2254913,1727705,220899"
425870,"2127723,168799,2600366,113763,1083457,37177,21324,311412,2372666,2209477,1679042,1727705,3888802,1757592,8336450,361725,2485599,2351675,2573241,536767"
427190,"2145207,689461,220837,212216,2441836,2321956,18628,196603,681470,1902534,1856383,3844066,3953725,1035814,2534924,1350395,2294752,8369"
428411,"1763962,2121783,6841975,1510247,2602996,483049,314405,459282,1037723,316274,1035814,166554,145975,2247538,1101948,4210483,2281413,2254913,2214808,1720918"
428640,"3912937,20,2368325,5260342,1828235,2309527,1266045,2575827,867246,2300795,170357,1918727,186099,7804328,10256,531001,1240867,145975,2214808,2141878"
429120,"1342077,2409026,2204362,2290901,1747977,2542799,2336691,121503,273772,2989726,443924,2576915,2273687,4370989,2286863,2467103,3756355,2195786,5116843,625734"
429341,"2271936,1218687,2197478,11623,620361,252982,272394,290700,1726761,1350395,491440,8467358,2534924,272375,473795,8369,2297476,1273942,715,481572"
429800,"1554283,1552726,399572,2317942,2332590,1365000,2259945,2370485,2575023,2229477,2251771,2759493,2599190,4881298,4286965,103890,428685,305091,2254913"
431050,"2323742,78643,2443673,693650,17433,661567,2592020,531550,170357,1046376,473795,181149,321553,2541759,1214828,2448177,868187"
434710,"1185181,173943,657026,2587276,998089,1871471,3011713,543866,184727,703369,1892427,448222,19469,541289,2897524,2588767,1767256,2450614,2473507,3804526"
437331,"4421068,3988048,4370989,573666,2229477,2854876,2486212,2599190,2759493,2592020,2407015,1798025,4397593,4618810,4683103,4763845,428685,4315534,716862,10480"
438991,"456542,466221,2332303,312893,2366523,324638,4370989,2388642,3534874,470346,1753284,1609097,306238,6892,2485599,103890,1300477,1653700,535658,939243"
439271,"1848808,545784,36960,140661,1902534,1462299,7804328,463212,1035814,625734,1350395,420807,716862,1046376,2485599,8369,4902,2349719,25357,536767"
439851,"846770,2471471,639169,19286,2388642,2388641,28060,5168293,2145758,2077927,306238,1806628,2452390,473795,4210483,2347744,2352976,1653700"
440201,"6841975,33605,27661,2390160,5093221,1815128,318521,540269,402609,545784,1271808,2463719,681470,1726761,548185,1037723,272375"
441531,"2259919,315151,1670299,232739,2356900,473795,306238,1858824,1836702,531001,2309301,2355494,1350395,2303346,181149,8369,2448177,1653700,17761"
442691,"2070550,876143,2935951,4246861,1828235,1871112,1266045,2575827,2368325,2300795,1918727,2077927,6892,1612347,420807,428685,1240867,166554,1118435,2182098"
443461,"2462669,3994231,3015091,1360858,2231328,1785776,306238,454134,1350395,2534924,3124909,2209477,4296253,305091,181149,2347744,1074594,828221,971769,220899"
